landmarkIndex,l,m,m,l_noise,m_noise,n_noise
37,9.389879395948425,3.90273351597346,9.134519670246824,9.39717862037522,3.9310697518469886,9.223195640547129
38,7.443764145952633,1.1138268950429653,0.26744401299075626,7.309407820554493,1.1931026873542079,0.12220679176399674
39,7.782023472327113,2.67172564896087,7.643833388435235,7.84151732078598,2.640945188693906,7.699855043157877
40,9.705146259263849,6.657882126648431,0.4509520331873429,9.756367684695217,6.575341903281961,0.6584745521903174
41,6.302676506339725,2.2092314022662753,2.5200691239364668,6.359254421978304,2.1228381624677852,2.5394122008253057
42,1.1376138701932115,4.515682108051249,9.875482250591844,1.1279689425011432,4.583111868478212,9.86082578231555
43,9.355944963030142,9.462068308123166,2.2815803352763697,9.394801339751448,9.333032890216158,2.0461104802990504
44,3.7965567200979655,1.6828676056932812,8.580230443393182,3.7965918075347256,1.7051039440324591,8.454373587880756
45,5.173995457719007,8.76174276438807,1.3659469728072393,5.097256599561508,8.640955588267941,1.5320799627582855
46,9.360509181873395,9.105665485022254,6.589219378636672,9.178595387481634,9.020861018743519,6.575009646792431
47,4.33348044627325,3.8893722904985726,3.6355734795503247,4.4818288124862695,3.9770934229138852,3.6001546357955534
48,0.3412853553049633,0.7604939864184335,0.7674638999559913,0.31278379242138976,0.8517123694214361,0.800655691201789
49,4.878501599214218,0.04431198086413013,3.377795926974448,4.812115301302559,0.06074330939419739,3.3029084949177183
50,9.722525170688726,3.214512771651817,0.3054776373415391,9.763033195858855,3.3666069374895247,0.25369766109428216
51,8.729113112520276,7.8503646475152795,3.131740772589465,8.891566522491424,8.005078302862751,3.184430084455393
52,5.295009307503751,8.458856036558622,9.366465379128426,5.291063854981106,8.421888308470548,9.56482929050592
53,5.004952545184161,4.1722221707747496,0.4407699605255122,4.804633027168867,4.2795484912926325,0.5748405589814335
54,4.132961860464892,5.1506067866953416,4.308233147825423,3.861872043953839,4.847194281569578,4.341434325849698
55,8.079134515462172,3.022179809059029,9.880075765268785,8.02486236871883,2.9983594878232913,9.935551668877629
56,4.037846789900989,1.1175099658084786,8.711482585828806,4.065880876783133,1.1488345219928586,8.699480622203499
57,2.1528246378031666,2.1754588166331246,3.5990839351882165,2.0701773684169615,2.046701427937258,3.8367801536485304
58,4.93757134622376,4.708617907527439,9.793376220784038,5.24765485319299,4.791800409250138,9.792902327975963
59,0.9564785312857205,6.639769445625054,2.0307925364890256,0.8838034640857507,6.551939924495708,2.180800423332002
60,8.119743992141387,4.508733270567692,5.77062944850811,8.082410828038817,4.510963345246234,5.897700576844452
61,9.172443877702225,7.662327395661876,6.754387403855267,9.050934425870626,7.421905011120203,6.949123368413601
62,1.5343332596116444,0.8907922466121532,7.6623564755831195,1.5515719874322587,0.720929464449006,7.729618442859585
63,8.44817174219507,2.2185222001425196,4.579397399262146,8.474254149073413,2.2552713279516143,4.611559239435699
64,0.34311745207286193,0.4712974743963039,4.273005999624463,0.36376375957056967,0.33422338766550364,4.413844823452398
65,6.8543925079870816,1.7026471167555302,2.875220638648538,6.9340773707655154,1.7053224250729848,2.996922177698726
66,4.573277128722446,5.975554919616481,7.1187741443885875,4.6781887933463215,6.030749357384048,7.163450117090857
67,4.385280731942914,5.458578206972082,1.1612118721790032,4.3787268693610395,5.279942228942854,1.0616960129094013
68,0.6428340962248191,5.129201404244089,0.7099826335261228,0.6475686112548726,5.171829538111025,0.7891124566799912
69,1.2163180962585485,8.50144962938115,7.066840566500328,1.3126217540426617,8.519073673349132,7.196785005620324
70,6.693834690394025,7.459234140904898,7.2939064836088,6.62351334984598,7.502213704940596,7.228099503909874
71,4.985786390525825,0.08173834148983317,2.607032556803662,4.966200156319481,0.19318012730353545,2.4571268918877465
72,3.331243269592421,9.048140810734264,4.322985111804928,3.3401218399868933,9.165106420482562,4.339983081908771
73,4.791488199727518,0.24657250386902252,5.340844620779604,4.913446145608917,0.30312981185955706,5.456991522155109
74,5.229404088325854,8.29915350456788,7.622545904029669,5.171056115012907,8.43979440428949,7.650301960688759
75,9.804637791369185,2.565934887945472,8.965846095307064,9.978625985493107,2.6167981561873264,8.893079996919418
76,6.058131236740674,4.277432519036864,1.66512511950349,5.867094649150106,4.059729101457754,1.748783884033867
77,1.6041347197368228,1.9731201701324241,1.0561187033537756,1.6553843948959275,1.84107339214743,0.8637236962127122
78,8.177277824913391,7.953199822802354,8.630005469822725,8.088267735655947,8.052309948671452,8.626982340436179
79,7.1304997164606085,7.689957753681429,6.187515822027951,6.965705299323764,7.747286356173267,6.042961734047229
80,4.348115920760166,5.275066589227631,7.0711875295882045,4.311118643715364,5.151040696307452,7.091262578161753
81,9.054625280537621,9.781366788307153,4.825156852101898,9.128898710729462,9.79181742852126,4.73191760130996
82,6.95281682352247,5.3111414543554485,9.17511572478702,6.947935930475413,5.0381933648994295,9.174050374375394
83,0.22025336898675918,8.367308519242295,6.104047022470128,0.1224183651192991,8.441685270688959,6.228267022530611
84,9.748113699143087,9.905969069222252,3.7377814421736,9.748983703780803,9.88761675656718,3.5588589947404707
85,5.735200805548767,5.509260580965667,8.66176274268379,5.685293368419229,5.5104224192167734,8.682613027773929
86,1.1262670849021417,9.999208769230808,7.316910598429339,1.1661095512290227,10.057562206203592,7.480748357766356
87,1.730259321329266,9.643659603700765,8.351128054554668,1.7189253581186597,9.494583487291116,8.489321508107835
88,0.61536258116767,9.714877625389803,4.738650360519065,0.7282295997666433,9.66441644150223,4.619403886680204
89,0.33176924028456956,5.794528676754126,4.234761684307442,0.33467568317763535,5.8465851000212945,4.166907761234067
90,1.8851355364530265,5.589275218177639,4.441878909242418,1.9568838976121812,5.427016449766286,4.445384281262874
91,5.7455763694682425,5.492660128924594,5.868003811365855,5.842471785134403,5.409612553184975,5.896355312732361
92,3.800788093207299,0.46871139594186095,3.959787545190191,3.8675734578602152,0.38327167892759656,3.7946855124149335
93,0.8884914422292878,1.7627156826194046,1.322017298071314,0.8495317144371133,1.8318774744960482,1.351856733756518
94,4.029582048641113,0.11330756383494456,7.901902129529489,4.006252605756202,0.10606314547062273,7.812742124785968
95,6.265683428376013,8.891693401011068,0.7086869347554037,6.182940758297601,8.901727362367522,0.6739488774846861
96,8.6477837905628,0.8492994974639911,4.734206807697255,8.580642595534462,0.8618137845538145,4.687418058106193
97,5.8234026712800855,6.477407403710659,6.749121827000729,5.69634369181965,6.44932845939396,6.766630928724371
98,8.888029905453598,3.931977872778795,5.70019935024939,8.904040030943584,4.004650283434867,5.574825629231306
99,5.983993699836313,0.8170887474044197,1.1871774303254923,6.036613868205068,0.9184637799194941,1.0325058785734578
100,8.79456868859168,3.5384773784127024,4.448711044057058,8.818912871687973,3.449755460508188,4.3541981729034855
101,9.726196582267166,0.6968349624657932,3.170617719001311,9.824341220873205,0.6920567209541516,3.202314456316735
102,1.0209887710458643,3.47555378332554,8.10281508986063,1.1239306565347273,3.53646631720399,8.05609926466374
103,1.5442955787400758,2.029815576233629,7.547266085636885,1.556362592145759,1.971072039632855,7.401609557308207
104,2.474366509226816,0.6539492915811229,7.406964326291128,2.448811509449321,0.6228888008197029,7.396955718062814
105,3.1084069922847357,4.226663642702566,5.5150508496821065,3.0960269199411306,4.275028229925546,5.597221613977552
106,3.2438787938532556,7.77890268995129,5.102707111199315,3.36447422657431,7.8479720114527245,4.895001832212123
107,2.700864328436995,6.77832479500948,8.670023107132817,2.6866808083147107,6.835110436513234,8.59146497338945
108,3.589356093438709,1.7626080181472459,8.930582071123276,3.4400366777548057,1.7340578618141942,8.886606983333904
109,7.647747822508462,5.361530453422196,8.882182476222026,7.60257083216976,5.341561826991333,8.716620799886973
110,2.1299308083371873,5.784431031559215,1.7779353051029367,2.1360632285736973,5.839419442185895,1.7478688210973272
111,1.8266541829839855,8.559189748955596,5.1688055365510985,2.0078935672367013,8.788552994007995,4.941153516407237
112,7.6854014110828235,6.637108720000252,1.7645372138535842,7.908009884305428,6.565040454780126,1.6669932479525
113,8.386528128366791,7.970202419017674,6.539467179962887,8.382947596978827,7.9798236861442495,6.502903947708886
114,1.726972601203508,1.0398771157414466,6.840296203696797,1.6566620560629537,1.2017417929148613,6.829284555514235
115,8.500472843461601,3.1985331560709893,5.632561331474717,8.654321030105775,3.1581007656141074,5.372164845040145
116,8.342742953252923,7.2579037870156515,9.56300886413237,8.322605492711016,7.237046744951192,9.608537244008529
117,9.731850227389751,2.11751520693971,1.7737535290008422,9.76470655410752,2.2343958990408854,1.876239941620825
118,4.191884669119071,0.33155403730719235,4.68887032115161,4.154560771146615,0.11605422150395506,4.719361733274135
119,9.203306616562536,3.9864060455586,4.829624352986563,9.397631725215106,3.976850840158254,4.779402753381128
120,0.14778355300649526,7.309715471170554,7.706684579086288,0.2108507644772742,7.334226678726,7.706979002964001
121,2.47793668482557,2.1891057722367666,5.904591843292989,2.5519311509963223,2.3235748758608,5.83900777975849
122,5.772990173626545,2.3883966015865035,1.4487756304402777,5.8444495770204,2.4392201138460323,1.5023315478671546
123,5.847121003968879,6.003285828318948,1.9966514397242474,5.850644884545405,5.922681802075973,1.961459348155202
124,9.929012466284332,6.801866692200733,1.5246844681424687,9.841546475022948,6.787083125408275,1.4513711788503645
125,5.029091971532903,7.364007472217463,8.995435161182808,5.078966534671807,7.255569856301627,8.998443207058404
126,7.499709808015814,0.8638774391124271,2.2618833391319937,7.543629073488778,0.7814742570155605,2.1715393240424326
127,9.530574877910023,9.938287351709512,2.826610524803481,9.486278560548977,9.955302379584278,2.857489585543996
128,6.152004557560156,3.6346895254033007,1.1427136024231543,6.089375864768449,3.593705227955751,1.2749753100197925
129,7.10751855938189,8.98061369225073,1.2953975252838668,7.092218804875944,8.867761851826533,1.4444388779981483
130,4.155206920580456,9.550276619691566,5.859755783962859,4.075920393317729,9.697694754564209,5.877843313014694
131,7.9181950485601345,6.9127936483049,7.382092652683405,7.8415660174442365,6.884183768509065,7.549889600459147
132,9.369034514969375,4.785823285195837,0.5965362423587373,9.45132461743969,4.829242515997585,0.6702843176108808
133,6.783099375185479,6.462045887578856,1.1568753084440941,6.791517880478663,6.426973130366146,1.167318628372282
134,2.471848442977435,2.816814911647745,0.9617118308869854,2.5428430232204415,2.7423072194659706,0.9911195839508823
135,3.190362519172946,6.632421497502728,5.294754852497023,3.109059639421252,6.776425959942733,5.427841111833637
136,9.7601471644975,1.2677046615985155,1.4457628507323783,9.788358393580392,1.2613663738367917,1.60620169832551
137,1.5442407566986138,8.705826806550668,5.450329419497557,1.5115133528121683,8.68230831132118,5.439828639744266
138,8.532253675791493,2.035215220448068,3.5290998358609746,8.631036111804201,1.999966197836251,3.5984762324889763
139,0.2082658224369549,9.166806304991756,6.414884938525649,0.12910440775762227,9.11865891880246,6.477911624762592
140,6.721790530022291,5.199884545848156,6.651373719993641,6.600103303992886,5.193763815732668,6.677446744950368
141,5.88081087180778,0.2952593756432964,6.549820235526054,6.0229359224927,0.28684395200469154,6.646425502699992
142,4.895766239088387,1.9567443660669703,1.3012287561645952,4.911333680013604,2.061355301592064,1.3386784589188252
143,3.1944125567945503,7.567489814691602,8.114655388942195,3.289507280558346,7.618648248813507,8.11967713443793
144,3.691678654216668,8.830241354397673,6.4869166632956565,3.787461879108138,8.86581119266293,6.350995550772795
145,6.253570280811224,5.010791649242189,4.187932455036121,6.13519788372547,5.032347872924034,4.134940197568957
146,9.205618700859674,9.93544956033229,8.295607257192568,9.118912616726675,9.891937084671047,8.299495420934894
147,5.588137192461707,9.87759595798677,2.3362053364531654,5.563275564457174,9.88711343445662,2.3972072414107797
148,3.583968574181482,1.4488973927252125,5.242577664308074,3.4164379846949666,1.4847375158853173,5.346985946793863
149,3.3479542134124585,1.676891961618009,0.6606513375416745,3.4110877734418747,1.829695462146747,0.4964798543829775
150,7.3085060518009035,4.546842134699151,3.1044790131495748,7.244078638802503,4.46184458454595,3.0941301132245638
151,1.4726117425309904,7.007191313809135,8.139209237064723,1.437701781157258,7.080172049979737,8.168828034789698
152,8.43330894345437,6.630921401432731,1.8932790871377003,8.218785015088656,6.616444357027137,1.973657232628412
153,5.903779847440265,6.4149786895214405,4.849516139582187,5.909709126885042,6.431683518685038,4.846321843305456
154,4.300764809163981,2.103489896993479,4.904825377212917,4.442441285890881,2.2094775283535655,5.113773724344183
155,2.7522887469095814,6.0936603022857145,4.231183698481077,2.839095153753276,5.999743642237177,4.349486255910829
156,9.961605140725776,2.3571212202422664,5.520174475422959,9.756028759947682,2.3652250553772816,5.513150952656104
157,4.707935294340758,0.667519796439735,9.408429633374737,4.9182252456899604,0.6787500658740437,9.43392028783197
158,7.358355885501658,2.6165907615611053,5.198815241357664,7.515209136040638,2.6767173453134006,5.333574655735959
159,5.10517478519419,4.277539760447623,1.9159719486958127,5.128581890555777,4.527994917262403,1.987099586805847
160,4.419581164055096,9.683915285270318,2.019622672449551,4.439365711431801,9.69947710759869,2.0068591470170873
161,5.735178787093803,0.37606012281907963,6.725715578390201,5.65179754750112,0.3002438468176962,6.650924157498179
162,5.037200903387316,9.2677979165102,6.737818008365962,4.967062584104382,9.259600688722136,6.607878981724978
163,0.35066868542780294,5.372487463939171,5.551640681774125,0.4595852141407064,5.59876057367938,5.563107748746348
164,6.228510830405375,9.721553908538553,2.0008025416233757,6.263552138929841,9.741514855983654,2.131678409121922
165,9.246200596149821,0.8069186700150011,7.332201145031474,9.327756678652394,0.8533003342561319,7.29932294685244
166,0.817205252305303,5.490982640412371,8.218656871469166,0.7665590600056293,5.627636775483498,8.133267097056823
167,3.330392705960168,0.9329335658881566,9.068311064056862,3.36511478463272,0.8968045835848509,9.111047450495672
168,0.30887215771336574,3.3829388764178345,7.149105932148236,0.24724907582918726,3.5664479348979254,7.088934237659621
169,6.465194557937531,3.6794971913626817,4.2983578455136175,6.231247584173386,3.632066064699239,4.446822636231463
170,5.965395014780817,5.271104485423259,6.6326877902167105,5.907618007159397,5.177647970732624,6.754660784738997
171,5.813833313880462,9.227642451156242,1.084569545148053,5.898779610847304,9.146219885673917,0.9969720296603232
172,1.9212335373826617,8.178197984939965,1.8465387950842571,1.841339545537624,8.10542650770429,1.7429753268898194
173,9.216250404467651,4.8711136608624725,4.649804017890956,9.241383186797412,4.695516367880139,4.724175352232176
174,4.53936336779536,7.058584343229585,2.271068188307207,4.47395355891485,7.040387268809398,2.277489992369466
175,3.5200914934995255,6.690442617474797,7.91002476887416,3.5184984470138096,6.662907434119516,8.168882571975876
176,6.934646532956291,5.244262565883372,8.760480700908568,6.957578643460869,5.292247444418958,8.574751766086314
177,4.341873093872227,9.060629859025857,5.254143137508267,4.339987669176492,9.120516594820643,5.279488389324299
178,0.05287246439812043,6.188644638292739,4.363183832093554,0.02613597453054757,6.170373446499679,4.284048142704256
179,5.999435994935899,8.927257825328464,5.328400448580451,5.8642146537017785,8.70859145711889,5.307222632149986
180,2.9162411485364412,1.0783617858029804,3.7877022532097526,2.756589375558348,0.9024924536754314,3.659974332577572
181,2.0636420594912686,5.50057890363072,9.265448677402002,2.1739824766632285,5.420628607914719,9.276283126936697
182,3.8559009816246914,3.1320014046781575,0.926919295169355,3.8896341264521155,3.073195570866859,0.8216550459008831
183,6.266367252504166,0.6322326300570413,7.729362217619972,6.2335082400114965,0.4104860485052323,7.819930576903348
184,3.983902610011171,2.254507324438638,7.07801474768612,3.956483797148042,2.329655226579606,6.875693247728212
185,9.41398050098721,4.84149198190101,0.16344749542178905,9.361758457693771,4.786023865672158,0.1992421783898926
186,7.253973308722555,8.646612006275793,4.095155044161778,7.249187158515305,8.483713249488115,4.145523064097536
187,0.5282819058742882,4.0827392118334735,1.2986033927263751,0.5910799527207469,4.139639574581609,1.1969708767586302
188,1.4759127215787193,0.8745319818616304,0.021757244153550737,1.4780297749265219,0.9277264142132375,-0.07792419613471668
189,2.081285703662008,4.288664371882099,6.058271054519112,2.0834067505291802,4.282605870266379,5.889375921303252
190,7.554243052064403,3.7114773905822815,7.845053566048801,7.659858147125963,3.719666962809199,8.021846994208692
191,9.534879382033928,4.9765273241324,1.5912571940926856,9.35017325090016,4.900473621363767,1.5619810361832371
192,8.078314015251978,4.528615011876776,2.408873011613839,8.056200380312047,4.694975476071441,2.44315499226609
193,4.543878877725231,4.767453320630804,4.54287941011161,4.459942082149419,4.64413131700157,4.58016978964603
194,2.92851274629222,6.7519342482699845,2.216077973358229,2.8557595859743623,6.619255778579213,2.198214457767725
195,9.933256896334358,0.6589066210147798,3.6107779632434776,10.034665508764462,0.6192383080590115,3.515013472008452
196,7.4324560022718975,4.488057754619628,8.186477118649808,7.379040151004344,4.504363754338408,8.30443397087994
197,6.224996099616419,5.830800758105148,0.4074494336615919,6.061422934207723,5.938318773863872,0.3494525796341212
198,2.860454912470013,0.5929683696404198,1.2023681991894275,2.9217422200278467,0.674796477589842,0.9413094971714011
199,6.992449867520666,6.440967747939531,0.4884296700397406,7.009640223816117,6.562931724772937,0.4524946025024901
200,8.091329612113867,0.6360118113620139,6.106223634821816,8.069028350689603,0.6596118775316978,6.030823550623846
201,4.698781703411846,5.658883657062482,3.697545919070351,4.677803253442497,5.702659901758523,3.6959086879842804
202,8.110597317868036,8.296744799321242,5.5351273874319915,7.93789188757681,8.397436981305072,5.428224103588465
203,8.521065438629948,0.9189650909008362,7.078387173796148,8.305145032705196,0.721858770697973,7.033562932147646
204,3.2954169269991365,0.38113187463287734,5.09565823642645,3.2590166624672863,0.2941898130714786,5.033022077165266
205,3.847876103441652,1.896507324170048,8.757019893036151,3.9358544728989493,1.7331608673599073,8.818879982670866
206,7.3477475024807735,9.385535944658383,5.922903679979595,7.43033631826087,9.2330746126784,5.848542200495174
207,1.4145483177186313,3.6959222026531915,5.995346164871432,1.5371559610594356,3.711477485426592,6.03061307445147
208,6.561788967155417,5.856299133376714,2.7741399867015195,6.660556947436237,5.797032095543511,2.704589479205914
209,4.85080987800926,3.6972951911352734,3.3813161779877285,4.954157242430797,3.4542435501432114,3.37426476731629
210,7.605543398295296,2.3612113049346095,5.268081595396563,7.626707246526707,2.37290435255823,5.404591067095986
211,0.745210628027887,4.723450186031247,8.996019425173866,0.7744295196354367,4.8179436116828125,8.835446453822614
212,8.327615821888392,4.229360268218954,2.451141362535243,8.246760991247378,4.465636735071504,2.4570081724958386
213,8.938856159796737,0.6253376811022104,2.049932931082087,8.960976284084174,0.8331982564509405,2.1146541403513304
214,1.6741053185446775,6.100252177304476,3.6841144828771,1.5744143478460073,6.151212283084121,3.697864843766347
215,8.087837173266312,2.4428835301476113,4.347294324330112,8.029669273197117,2.3041963867113457,4.286763178362592
216,1.9360886215613315,5.655469090248194,6.678036786930003,1.931663177994617,5.696169169071916,6.7616299449120625
217,6.291581564211634,4.549333595600709,2.614634102500615,6.40102673126611,4.491695734989644,2.64299434113279
218,1.68521179671281,4.322400463878769,7.495188829424255,1.6208157928181435,4.353728515162132,7.469609183616808
219,2.7433809638207443,2.875721161653655,8.44150874508639,2.6568420530232664,2.9050854143477447,8.487985577451926
220,3.457278041306564,5.208710175181139,0.854274375898253,3.4411752621008875,5.143453785644378,0.8861264841743484
221,4.47814195921099,2.8719982746870376,0.07536597502815989,4.518273387249377,2.8150246276595383,0.24561726398775657
222,0.474100375979839,5.812128601358536,3.4517231962326003,0.49822022790426157,5.824088716605685,3.47604848726137
223,4.070732146599974,7.521745382835757,2.8887693605425047,4.118623311428023,7.489621695426645,2.7856457367296743
224,7.026869016479687,3.862144390774187,4.521466172278027,6.9244345585666744,4.138695450765167,4.644306034820338
225,8.081281538842136,5.193954209629586,8.770719194669908,8.189436362844273,5.086842771531719,8.687045620442595
226,9.816975563522872,0.4527969049336633,7.659908305996707,9.748892440961091,0.46681865064711237,7.6001300623558805
227,6.438278465213386,4.120151429620095,0.8552668332087199,6.359812537644947,4.0565182093273675,0.7322672463301892
228,7.034600642773445,4.541783359031003,5.554627203366373,7.1801138088693,4.483414081846105,5.5773947125869885
229,1.3272120619766525,6.970430976691904,6.599915715929454,1.2231506595962334,7.136333682648356,6.566832235982705
230,2.648700314118866,7.873263620244243,7.899007087773723,2.6690709722253,7.93039285199788,8.016074202541558
231,5.484093747141486,0.025543179843696695,7.053342936373765,5.5341838449240495,0.06879375743229516,7.1597232165625835
232,6.001720088476193,7.54728610019761,8.740289169864894,5.850026226825265,7.589174342215472,8.792816455535652
233,4.347558440175679,5.194400478864097,3.715456871850231,4.3743261058447285,5.312466615745776,3.788232046809975
234,7.845668140384295,3.719845715815798,2.9140454009986847,7.831325702709028,3.7526300071680923,2.900727349961034
235,1.6471026144608258,2.730962612769532,7.628758531091444,1.7963834163415242,2.592422084736346,7.62276012544527
236,0.3238432949910819,2.4087458687612684,3.127623371351432,0.26370673741320066,2.3238327146125526,2.9612616480992235
237,7.594100974823798,5.185339034110368,5.3141942236330975,7.6365799976820234,5.042977152465197,5.36251994119849
238,8.299196541008847,4.634686978963096,8.34004798232694,8.250822435398302,4.618359860995392,8.56352369629475
239,2.9432827383415217,9.066067084580009,8.626315514477804,2.952980872495031,9.078479158100162,8.518757604520141
240,6.036604437472809,9.324645764955694,4.250185382828313,5.974950862007596,9.324177759327975,4.278267979372238
241,6.679069496936468,1.771021395164657,7.907438377296307,6.7131028024758255,1.684750328169944,7.797856250709674
242,8.06416509377969,7.4904127891700965,8.96160355575966,8.055611558124964,7.571769089555205,8.968047871235457
243,5.137136341647199,4.0003860963574365,2.7764954869086775,5.197623045683714,3.941060905706752,2.7805087841203315
244,1.7998939826138571,5.195225144696049,8.86238501406261,1.9602717833637684,5.2829838078290745,8.93271442853596
245,8.09138149950755,3.3931705004658905,4.6126908050612485,8.07821910223154,3.4570110857713687,4.734675064224282
246,0.24968345048494878,7.20925410696349,6.863940905057352,0.4781174211860702,7.198239816274881,6.793106870549709
247,0.47363140580039764,9.550699974587303,4.434408798703842,0.5114718123027331,9.47031420398958,4.310139454473407
248,3.9811178006334758,5.197939307025653,5.455640011750757,3.9549894621627537,5.363367691434256,5.437984931291197
249,0.8253713941130858,6.499746224953923,6.076218072981723,0.8755875037927643,6.323222458875891,6.198125432904106
250,7.552647666708995,6.389878717355724,6.876557821041916,7.570479240165086,6.277018178170794,6.812030046031784
251,2.9776121053742166,5.714850044292692,1.5298879162333612,2.8521384779349432,5.7209184334454015,1.4538448997493898
252,2.4826100339074495,3.3110024173733423,9.689552961986355,2.6309495659570987,3.306051468004494,9.597100098161242
253,4.963835297411174,5.4506533350187585,9.621280584703026,4.94976806894872,5.240941118282014,9.572584131245213
254,2.3166726437701515,2.044657888480137,7.902119086544294,2.4691740155229773,1.9761333338347975,7.882459186982269
255,3.393613880418891,6.260820355477284,2.9518503287558606,3.4292287142862254,6.344920498868955,2.9985722008299716
256,5.2760586624990715,6.736173007997682,2.390021026958097,5.307226504987533,6.642504176718696,2.3063229933028637
257,2.657132527911653,7.239079737624295,5.598834991843925,2.5692773177459496,7.419375311602858,5.529695936979788
258,3.340388114310727,8.63014752038287,9.05429942239715,3.3753932769594486,8.763092098312077,9.008905899448022
259,7.517398649343418,6.474897814838667,7.871875135407206,7.621289117526427,6.303663348835947,7.726616469102578
260,9.451053624675673,9.798545571918147,6.469593073435939,9.436731464724904,9.742494632865426,6.383714841076266
261,2.0927037887979747,5.525728090518907,6.709685559797119,2.1619840916482223,5.43408889277659,6.772805062688686
262,7.285069662334605,3.023777458616274,5.252083771437382,7.2365542024130125,3.0708414355420315,5.2210536582169205
263,0.11752178978748584,7.600597888671073,9.44638690605509,0.26249671662212326,7.55596599619953,9.421983435305982
264,6.396909508241507,7.819021911630354,0.652135595257638,6.431768328083203,7.779044159780608,0.685636888969257
265,0.19671629142477443,3.8144775517472915,8.073812132158992,0.20145164176416847,3.717618570166693,8.14417547475106
266,8.59095139467872,5.909584192393597,7.291985722562044,8.566927270097322,5.949517775060133,7.352151232318695
267,4.7122955139447225,8.180398604817233,9.060495273690483,4.7387351059659295,8.060960511307558,9.076250732909774
